"day","time","simplifiedLongitude","simplifiedLatitude","date","incidentGroup","borough","ward","firstPumpTime","firstPumpStation","telefonicaGridId","footfall","score"
"Wednesday","12",0.03,51.463,2010-02-24,"False Alarm","Greenwich","Lee Green",307,"Lee Green","1122333124314",172,0.08
"Wednesday","15",0.027,51.464,2012-01-04,"False Alarm","Greenwich","Lee Green",75,"Lee Green","1122333124314",214,0.11
"Wednesday","15",0.027,51.464,2012-01-04,"False Alarm","Greenwich","Lee Green",75,"Lee Green","1122333124314",14,0.06
"Wednesday","15",0.027,51.464,2012-01-04,"False Alarm","Greenwich","Lee Green",289,"Lee Green","1122333124314",214,0.09
"Wednesday","15",0.027,51.464,2012-01-04,"False Alarm","Greenwich","Lee Green",289,"Lee Green","1122333124314",14,0.04
"Wednesday","16",0.024,51.462,2011-06-08,"Fire","Greenwich","Lee Green",293,"Lee Green","1122333124314",16,0.04
"Wednesday","16",0.024,51.462,2011-06-08,"Fire","Greenwich","Lee Green",293,"Lee Green","1122333124314",251,0.09
"Wednesday","16",0.024,51.463,2010-03-31,"False Alarm","Greenwich","Lee Green",266,"Lee Green","1122333124314",16,0.05
"Wednesday","16",0.024,51.463,2010-03-31,"False Alarm","Greenwich","Lee Green",266,"Lee Green","1122333124314",251,0.09
"Wednesday","16",0.024,51.463,2011-11-02,"False Alarm","Greenwich","Lee Green",190,"Lee Green","1122333124314",16,0.05
"Wednesday","16",0.024,51.463,2011-11-02,"False Alarm","Greenwich","Lee Green",190,"Lee Green","1122333124314",251,0.09
"Wednesday","20",0.027,51.464,2011-11-09,"False Alarm","Greenwich","Lee Green",296,"Lee Green","1122333124314",12,0.04
"Wednesday","20",0.027,51.464,2011-11-09,"False Alarm","Greenwich","Lee Green",296,"Lee Green","1122333124314",172,0.08
"Wednesday","20",0.024,51.461,2010-12-22,"Fire","Greenwich","Lee Green",359,"Lee Green","1122333124314",12,0.04
"Wednesday","20",0.024,51.461,2010-12-22,"Fire","Greenwich","Lee Green",359,"Lee Green","1122333124314",172,0.08
"Wednesday","23",0.024,51.462,2011-08-24,"Fire","Greenwich","Lee Green",305,"Lee Green","1122333124314",7,0.03
"Wednesday","23",0.024,51.462,2011-08-24,"Fire","Greenwich","Lee Green",305,"Lee Green","1122333124314",113,0.07
"Wednesday","4",0.027,51.464,2012-06-27,"False Alarm","Greenwich","Lee Green",321,"Lee Green","1122333124314",3,0.02
"Wednesday","4",0.027,51.464,2012-06-27,"False Alarm","Greenwich","Lee Green",321,"Lee Green","1122333124314",35,0.06
"Wednesday","9",0.027,51.464,2011-12-07,"False Alarm","Greenwich","Lee Green",431,"Lee Green","1122333124314",199,0.08
"Wednesday","9",0.027,51.464,2011-12-07,"False Alarm","Greenwich","Lee Green",431,"Lee Green","1122333124314",13,0.04
"Wednesday","9",0.027,51.464,2011-11-30,"False Alarm","Greenwich","Lee Green",278,"Lee Green","1122333124314",199,0.08
"Wednesday","9",0.027,51.464,2011-11-30,"False Alarm","Greenwich","Lee Green",278,"Lee Green","1122333124314",13,0.04
"Friday","0",0.0675,51.478,2009-01-02,"False Alarm","Greenwich","Woolwich",303,"Plumstead","1122333132123",17,0.05
"Friday","0",0.0675,51.478,2009-01-02,"False Alarm","Greenwich","Woolwich",303,"Plumstead","1122333132123",7,0.03
"Friday","0",0.0675,51.477,2011-02-18,"False Alarm","Greenwich","Woolwich",337,"Woolwich","1122333132123",17,0.04
"Friday","0",0.0675,51.477,2011-02-18,"False Alarm","Greenwich","Woolwich",337,"Woolwich","1122333132123",7,0.03
"Friday","0",0.0675,51.478,2012-05-18,"False Alarm","Greenwich","Woolwich",371,"Woolwich","1122333132123",17,0.04
"Friday","0",0.0675,51.478,2012-05-18,"False Alarm","Greenwich","Woolwich",371,"Woolwich","1122333132123",7,0.03
"Friday","10",0.0675,51.475,2009-05-01,"Special Service","Greenwich","Woolwich",456,"Woolwich","1122333132123",13,0.04
