"day","time","davetazLongitude","davetazLatitude","date","incidentGroup","borough","ward","firstPumpTime","firstPumpStation","telefonicaGridId","footfall","score"
"Friday","13",-0.1425,51.574,2009-08-21,"Fire","Haringey","Hornsey",451,"Hornsey","1122334323411",33.4954450052856,0.05
"Friday","14",-0.1425,51.574,2009-08-21,"Fire","Haringey","Hornsey",400,"Hornsey","1122334323411",31.4019796924552,0.05
"Friday","14",-0.1395,51.574,2009-10-02,"False Alarm","Haringey","Hornsey",424,"Hornsey","1122334323411",31.4019796924552,0.05
"Friday","15",-0.141,51.576,2012-04-27,"False Alarm","Haringey","Hornsey",309,"Hornsey","1122334323411",32.0998014633987,0.05
"Friday","16",-0.1425,51.575,2010-08-13,"Special Service","Haringey","Hornsey",377,"Kentish Town","1122334323411",36.2867320890594,0.05
"Friday","16",-0.141,51.573,2010-08-13,"False Alarm","Haringey","Hornsey",363,"Hornsey","1122334323411",36.2867320890594,0.06
"Friday","19",-0.141,51.576,2011-02-25,"Special Service","Haringey","Hornsey",384,"Hornsey","1122334323411",39.7758409437766,0.06
"Monday","8",-0.1425,51.575,2010-04-19,"Fire","Haringey","Hornsey",322,"Hornsey","1122334323411",1.3956435418869,0.01
"Monday","10",-0.1425,51.573,2009-04-20,"False Alarm","Haringey","Hornsey",306,"Hornsey","1122334323411",0.69782177094345,0.01
"Monday","13",-0.1425,51.575,2010-09-27,"False Alarm","Haringey","Hornsey",325,"Hornsey","1122334323411",0.69782177094345,0.01
"Monday","16",-0.1395,51.574,2010-02-08,"False Alarm","Haringey","Hornsey",355,"Hornsey","1122334323411",2.09346531283035,0.02
"Monday","17",-0.141,51.575,2010-10-11,"Special Service","Haringey","Hornsey",390,"Hornsey","1122334323411",1.3956435418869,0.01
"Monday","21",-0.1425,51.575,2010-09-06,"Special Service","Haringey","Hornsey",639,"Hornsey","1122334323411",1.3956435418869,0.01
"Monday","21",-0.141,51.573,2010-03-15,"Fire","Haringey","Hornsey",285,"Hornsey","1122334323411",1.3956435418869,0.01
